[2026-01-16 18:33:25] START Game: BeginningQuiz, LevelButtonNumber: 0, Level: 0
[2026-01-16 18:33:47] Game: BeginningQuiz, LevelButtonNumber: 0, Level: 0, QuestionNumber: 1, questionedBirdSong: 7_Buchfink_1, questionedBird: Buchfink, answerPossibilities: answerPossibility1: Buntspecht, answerPossibility2: Buchfink, answerPossibility3: Blaumeise, answerPossibility4: Singdrossel, givenAnswer: Buntspecht, wasAnswerCorrect: False, timeNeededForThisAnswer: 22,32
[2026-01-16 18:45:26] Game: Finde die Amsel, LevelButtonNumber: 3, Level: 3, QuestionNumber: 5, selectableBird1: Rauchschwalbe, selectableBird2: Kohlmeise, selectableBird3: Singdrossel, selectableBird4: Amsel, selectableBird5: Buntspecht, questionedBird: Buntspecht, givenAnswer: Kohlmeise, wasAnswerCorrect: False, timeNeededForTheQuestion: 18,09
[2026-01-16 18:45:27] END Game: Finde die Amsel, LevelButtonNumber: 3, Level: 3, TimeNeededForTheLevel: 83,81, amountOfQuestions: 5, richtigeAnswersCounter: 2, falseAnswersCounter: 3, successrate: 40,00, levelPassed: False
[2026-01-16 18:45:29] START Game: Finde die Amsel, LevelButtonNumber: 3, Level: 3
[2026-01-16 18:45:37] Game: Finde die Amsel, LevelButtonNumber: 3, Level: 3, QuestionNumber: 1, selectableBird1: Buntspecht, selectableBird2: Amsel, selectableBird3: Singdrossel, selectableBird4: Kohlmeise, selectableBird5: Rauchschwalbe, questionedBird: Rauchschwalbe, givenAnswer: Kohlmeise, wasAnswerCorrect: False, timeNeededForTheQuestion: 7,95
[2026-01-16 18:45:47] Game: Finde die Amsel, LevelButtonNumber: 3, Level: 3, QuestionNumber: 2, selectableBird1: Kohlmeise, selectableBird2: Rauchschwalbe, selectableBird3: Singdrossel, selectableBird4: Buntspecht, selectableBird5: Amsel, questionedBird: Amsel, givenAnswer: Amsel, wasAnswerCorrect: True, timeNeededForTheQuestion: 9,22
[2026-01-16 18:46:01] Game: Finde die Amsel, LevelButtonNumber: 3, Level: 3, QuestionNumber: 3, selectableBird1: Kohlmeise, selectableBird2: Amsel, selectableBird3: Buntspecht, selectableBird4: Rauchschwalbe, selectableBird5: Singdrossel, questionedBird: Singdrossel, givenAnswer: Singdrossel, wasAnswerCorrect: True, timeNeededForTheQuestion: 12,09
[2026-01-16 18:46:06] Game: Finde die Amsel, LevelButtonNumber: 3, Level: 3, QuestionNumber: 4, selectableBird1: Singdrossel, selectableBird2: Kohlmeise, selectableBird3: Rauchschwalbe, selectableBird4: Amsel, selectableBird5: Buntspecht, questionedBird: Buntspecht, givenAnswer: Amsel, wasAnswerCorrect: False, timeNeededForTheQuestion: 4,45
[2026-01-16 18:46:34] Game: Finde die Amsel, LevelButtonNumber: 3, Level: 3, QuestionNumber: 5, selectableBird1: Amsel, selectableBird2: Buntspecht, selectableBird3: Singdrossel, selectableBird4: Rauchschwalbe, selectableBird5: Kohlmeise, questionedBird: Kohlmeise, givenAnswer: Buntspecht, wasAnswerCorrect: False, timeNeededForTheQuestion: 27,00
[2026-01-16 18:46:35] END Game: Finde die Amsel, LevelButtonNumber: 3, Level: 3, TimeNeededForTheLevel: 65,74, amountOfQuestions: 5, richtigeAnswersCounter: 2, falseAnswersCounter: 3, successrate: 40,00, levelPassed: False
[2026-01-16 18:46:38] START Game: Finde die Amsel, LevelButtonNumber: 3, Level: 3
[2026-01-16 18:47:13] Game: Finde die Amsel, LevelButtonNumber: 3, Level: 3, QuestionNumber: 1, selectableBird1: Kohlmeise, selectableBird2: Buntspecht, selectableBird3: Rauchschwalbe, selectableBird4: Singdrossel, selectableBird5: Amsel, questionedBird: Amsel, givenAnswer: Rauchschwalbe, wasAnswerCorrect: False, timeNeededForTheQuestion: 35,30
[2026-01-16 18:47:21] Game: Finde die Amsel, LevelButtonNumber: 3, Level: 3, QuestionNumber: 2, selectableBird1: Buntspecht, selectableBird2: Kohlmeise, selectableBird3: Singdrossel, selectableBird4: Amsel, selectableBird5: Rauchschwalbe, questionedBird: Rauchschwalbe, givenAnswer: Buntspecht, wasAnswerCorrect: False, timeNeededForTheQuestion: 6,65
[2026-01-16 18:47:22] Game: Finde die Amsel, LevelButtonNumber: 3, Level: 3, QuestionNumber: 3, selectableBird1: Buntspecht, selectableBird2: Kohlmeise, selectableBird3: Amsel, selectableBird4: Rauchschwalbe, selectableBird5: Singdrossel, questionedBird: Singdrossel, givenAnswer: Field with no Bird was clicked, wasAnswerCorrect: False, timeNeededForTheQuestion: 0,50
[2026-01-16 18:47:24] Game: Finde die Amsel, LevelButtonNumber: 3, Level: 3, QuestionNumber: 4, selectableBird1: Amsel, selectableBird2: Rauchschwalbe, selectableBird3: Kohlmeise, selectableBird4: Singdrossel, selectableBird5: Buntspecht, questionedBird: Buntspecht, givenAnswer: Singdrossel, wasAnswerCorrect: False, timeNeededForTheQuestion: 0,73
[2026-01-16 18:47:26] Game: Finde die Amsel, LevelButtonNumber: 3, Level: 3, QuestionNumber: 5, selectableBird1: Amsel, selectableBird2: Buntspecht, selectableBird3: Rauchschwalbe, selectableBird4: Singdrossel, selectableBird5: Kohlmeise, questionedBird: Kohlmeise, givenAnswer: Field with no Bird was clicked, wasAnswerCorrect: False, timeNeededForTheQuestion: 0,87
[2026-01-16 18:47:27] END Game: Finde die Amsel, LevelButtonNumber: 3, Level: 3, TimeNeededForTheLevel: 49,09, amountOfQuestions: 5, richtigeAnswersCounter: 0, falseAnswersCounter: 5, successrate: 0,00, levelPassed: False
[2026-01-16 18:47:47] START Game: Finde die Amsel, LevelButtonNumber: 3, Level: 3
[2026-01-16 18:48:06] Game: Finde die Amsel, LevelButtonNumber: 3, Level: 3, QuestionNumber: 1, selectableBird1: Amsel, selectableBird2: Kohlmeise, selectableBird3: Rauchschwalbe, selectableBird4: Buntspecht, selectableBird5: Singdrossel, questionedBird: Singdrossel, givenAnswer: Singdrossel, wasAnswerCorrect: True, timeNeededForTheQuestion: 18,86
[2026-01-16 18:48:23] Game: Finde die Amsel, LevelButtonNumber: 3, Level: 3, QuestionNumber: 2, selectableBird1: Amsel, selectableBird2: Singdrossel, selectableBird3: Kohlmeise, selectableBird4: Rauchschwalbe, selectableBird5: Buntspecht, questionedBird: Buntspecht, givenAnswer: Buntspecht, wasAnswerCorrect: True, timeNeededForTheQuestion: 16,24
[2026-01-16 18:48:47] Game: Finde die Amsel, LevelButtonNumber: 3, Level: 3, QuestionNumber: 3, selectableBird1: Amsel, selectableBird2: Singdrossel, selectableBird3: Rauchschwalbe, selectableBird4: Buntspecht, selectableBird5: Kohlmeise, questionedBird: Kohlmeise, givenAnswer: Buntspecht, wasAnswerCorrect: False, timeNeededForTheQuestion: 23,45
[2026-01-16 18:49:06] Game: Finde die Amsel, LevelButtonNumber: 3, Level: 3, QuestionNumber: 4, selectableBird1: Rauchschwalbe, selectableBird2: Buntspecht, selectableBird3: Singdrossel, selectableBird4: Kohlmeise, selectableBird5: Amsel, questionedBird: Amsel, givenAnswer: Singdrossel, wasAnswerCorrect: False, timeNeededForTheQuestion: 17,06
[2026-01-16 18:49:28] Game: Finde die Amsel, LevelButtonNumber: 3, Level: 3, QuestionNumber: 5, selectableBird1: Singdrossel, selectableBird2: Kohlmeise, selectableBird3: Amsel, selectableBird4: Buntspecht, selectableBird5: Rauchschwalbe, questionedBird: Rauchschwalbe, givenAnswer: Amsel, wasAnswerCorrect: False, timeNeededForTheQuestion: 21,89
[2026-01-16 18:49:29] END Game: Finde die Amsel, LevelButtonNumber: 3, Level: 3, TimeNeededForTheLevel: 102,54, amountOfQuestions: 5, richtigeAnswersCounter: 2, falseAnswersCounter: 3, successrate: 40,00, levelPassed: False
[2026-01-16 18:49:32] START Game: Finde die Amsel, LevelButtonNumber: 3, Level: 3
[2026-01-16 18:49:51] Game: Finde die Amsel, LevelButtonNumber: 3, Level: 3, QuestionNumber: 1, selectableBird1: Singdrossel, selectableBird2: Rauchschwalbe, selectableBird3: Kohlmeise, selectableBird4: Buntspecht, selectableBird5: Amsel, questionedBird: Amsel, givenAnswer: Amsel, wasAnswerCorrect: True, timeNeededForTheQuestion: 18,82
[2026-01-16 18:49:57] Game: Finde die Amsel, LevelButtonNumber: 3, Level: 3, QuestionNumber: 2, selectableBird1: Amsel, selectableBird2: Kohlmeise, selectableBird3: Singdrossel, selectableBird4: Buntspecht, selectableBird5: Rauchschwalbe, questionedBird: Rauchschwalbe, givenAnswer: Buntspecht, wasAnswerCorrect: False, timeNeededForTheQuestion: 4,69
[2026-01-16 18:50:06] Game: Finde die Amsel, LevelButtonNumber: 3, Level: 3, QuestionNumber: 3, selectableBird1: Rauchschwalbe, selectableBird2: Kohlmeise, selectableBird3: Buntspecht, selectableBird4: Amsel, selectableBird5: Singdrossel, questionedBird: Singdrossel, givenAnswer: Kohlmeise, wasAnswerCorrect: False, timeNeededForTheQuestion: 7,58
[2026-01-16 18:50:09] Game: Finde die Amsel, LevelButtonNumber: 3, Level: 3, QuestionNumber: 4, selectableBird1: Singdrossel, selectableBird2: Kohlmeise, selectableBird3: Rauchschwalbe, selectableBird4: Amsel, selectableBird5: Buntspecht, questionedBird: Buntspecht, givenAnswer: Buntspecht, wasAnswerCorrect: True, timeNeededForTheQuestion: 2,42
[2026-01-16 18:50:22] Game: Finde die Amsel, LevelButtonNumber: 3, Level: 3, QuestionNumber: 5, selectableBird1: Buntspecht, selectableBird2: Amsel, selectableBird3: Rauchschwalbe, selectableBird4: Singdrossel, selectableBird5: Kohlmeise, questionedBird: Kohlmeise, givenAnswer: Kohlmeise, wasAnswerCorrect: True, timeNeededForTheQuestion: 11,87
[2026-01-16 18:50:23] END Game: Finde die Amsel, LevelButtonNumber: 3, Level: 3, TimeNeededForTheLevel: 50,41, amountOfQuestions: 5, richtigeAnswersCounter: 3, falseAnswersCounter: 2, successrate: 60,00, levelPassed: True
[2026-01-16 18:50:52] START Game: BirdChorOrder, LevelButtonNumber: 4, Level: 4
[2026-01-16 18:51:42] Game: BirdChorOrder, LevelButtonNumber: 4, Level: 4, QuestionNumber: 1, singingBird1: 8_Buntspecht_3, singingBird2: 9_Singdrossel_2, singingBird3: 2_Rotkehlchen_3, singingBird4: 6_Rauchschwalbe_2, Bird1: Buntspecht wasCorrect: True, Bird2: Rauchschwalbe wasCorrect: False, Bird3: Singdrossel wasCorrect: False, Bird4: Rotkehlchen wasCorrect: False, timeNeededForTheQuestion: 50,32792
[2026-01-16 18:52:04] Game: BirdChorOrder, LevelButtonNumber: 4, Level: 4, QuestionNumber: 2, singingBird1: 6_Rauchschwalbe_2, singingBird2: 8_Buntspecht_3, singingBird3: 2_Rotkehlchen_1, singingBird4: 1_Amsel_1, Bird1: Rauchschwalbe wasCorrect: True, Bird2: Buntspecht wasCorrect: True, Bird3: Rotkehlchen wasCorrect: True, Bird4: Amsel wasCorrect: True, timeNeededForTheQuestion: 21,10364
[2026-01-16 18:52:30] Game: BirdChorOrder, LevelButtonNumber: 4, Level: 4, QuestionNumber: 3, singingBird1: 5_Kohlmeise_3, singingBird2: 2_Rotkehlchen_2, singingBird3: 6_Rauchschwalbe_3, singingBird4: 8_Buntspecht_1, Bird1: Kohlmeise wasCorrect: True, Bird2: Rotkehlchen wasCorrect: True, Bird3: Rauchschwalbe wasCorrect: True, Bird4: Buntspecht wasCorrect: True, timeNeededForTheQuestion: 24,52969
[2026-01-16 18:53:28] Game: BirdChorOrder, LevelButtonNumber: 4, Level: 4, QuestionNumber: 4, singingBird1: 9_Singdrossel_2, singingBird2: 2_Rotkehlchen_1, singingBird3: 8_Buntspecht_3, singingBird4: 6_Rauchschwalbe_3, Bird1: Rauchschwalbe wasCorrect: False, Bird2: Singdrossel wasCorrect: False, Bird3: Buntspecht wasCorrect: True, Bird4: Rotkehlchen wasCorrect: False, timeNeededForTheQuestion: 57,11721
[2026-01-16 18:53:28] END Game: BirdChorOrder, LevelButtonNumber: 4, Level: 4, TimeNeededForTheLevel: 156,0968, AchievedPoints: 10, AchieveablePoints: 16, Successrate: 62,50, levelPassed: True
[2026-01-16 18:53:32] START Game: BirdChor - Syncron, LevelButtonNumber: 5, Level: level4
[2026-01-16 18:54:34] Game: BirdChor - Syncron, LevelButtonNumber: 5, Level: level4, QuestionNumber: 1, singingBird1: 5_Kohlmeise_2, singingBird2: 2_Rotkehlchen_3, answerPossibility1: Kohlmeise, answerPossibility2: Singdrossel, answerPossibility3: Buntspecht, answerPossibility4: Rotkehlchen, givenAnswer1: Kohlmeise wasCorrect: True, givenAnswer2: Rotkehlchen  wasCorrect: True, timeNeededForTheQuestion: 61,22
[2026-01-16 18:54:48] Game: BirdChor - Syncron, LevelButtonNumber: 5, Level: level4, QuestionNumber: 2, singingBird1: 8_Buntspecht_2, singingBird2: 6_Rauchschwalbe_3, answerPossibility1: Rauchschwalbe, answerPossibility2: Buntspecht, answerPossibility3: Singdrossel, answerPossibility4: Kohlmeise, givenAnswer1: Rauchschwalbe wasCorrect: True, givenAnswer2: Kohlmeise  wasCorrect: False, timeNeededForTheQuestion: 13,89
[2026-01-16 18:55:05] Game: BirdChor - Syncron, LevelButtonNumber: 5, Level: level4, QuestionNumber: 3, singingBird1: 2_Rotkehlchen_2, singingBird2: 6_Rauchschwalbe_3, answerPossibility1: Rotkehlchen, answerPossibility2: Rauchschwalbe, answerPossibility3: Singdrossel, answerPossibility4: Buntspecht, givenAnswer1: Rotkehlchen wasCorrect: True, givenAnswer2: Rauchschwalbe  wasCorrect: True, timeNeededForTheQuestion: 15,48
[2026-01-16 18:55:17] Game: BirdChor - Syncron, LevelButtonNumber: 5, Level: level4, QuestionNumber: 4, singingBird1: 5_Kohlmeise_2, singingBird2: 6_Rauchschwalbe_1, answerPossibility1: Buntspecht, answerPossibility2: Rauchschwalbe, answerPossibility3: Amsel, answerPossibility4: Kohlmeise, givenAnswer1: Amsel wasCorrect: False, givenAnswer2: Kohlmeise  wasCorrect: True, timeNeededForTheQuestion: 10,79
[2026-01-16 18:55:17] END Game: BirdChor - Syncron, LevelButtonNumber: 5, Level: level4, TimeNeededForTheLevel: 104,39, AchievedPoints: 6, AchieveablePoints: 8, Successrate: 75,00, levelPassed: True
[2026-01-16 18:55:21] START Game: BirdQuiz, LevelButtonNumber: 6, Level: 4
[2026-01-16 18:55:31] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 1, questionedBirdSong: 5_Kohlmeise_3, questionedBird: Kohlmeise, answerPossibilities: answerPossibility1: Singdrossel, answerPossibility2: Kohlmeise, answerPossibility3: Buntspecht, answerPossibility4: Rotkehlchen, givenAnswer: Singdrossel, wasAnswerCorrect: False, timeNeededForThisAnswer: 9,26
[2026-01-16 18:55:36] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 2, questionedBirdSong: 9_Singdrossel_2, questionedBird: Singdrossel, answerPossibilities: answerPossibility1: Singdrossel, answerPossibility2: Amsel, answerPossibility3: Rauchschwalbe, answerPossibility4: Buntspecht, givenAnswer: Rauchschwalbe, wasAnswerCorrect: False, timeNeededForThisAnswer: 4,89
[2026-01-16 18:55:40] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 3, questionedBirdSong: 8_Buntspecht_1, questionedBird: Buntspecht, answerPossibilities: answerPossibility1: Amsel, answerPossibility2: Buntspecht, answerPossibility3: Singdrossel, answerPossibility4: Rotkehlchen, givenAnswer: Buntspecht, wasAnswerCorrect: True, timeNeededForThisAnswer: 2,87
[2026-01-16 18:55:46] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 4, questionedBirdSong: 6_Rauchschwalbe_3, questionedBird: Rauchschwalbe, answerPossibilities: answerPossibility1: Rauchschwalbe, answerPossibility2: Amsel, answerPossibility3: Singdrossel, answerPossibility4: Buntspecht, givenAnswer: Amsel, wasAnswerCorrect: False, timeNeededForThisAnswer: 5,25
[2026-01-16 18:55:50] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 5, questionedBirdSong: 1_Amsel_1, questionedBird: Amsel, answerPossibilities: answerPossibility1: Amsel, answerPossibility2: Rotkehlchen, answerPossibility3: Singdrossel, answerPossibility4: Rauchschwalbe, givenAnswer: Singdrossel, wasAnswerCorrect: False, timeNeededForThisAnswer: 3,43
[2026-01-16 18:55:55] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 6, questionedBirdSong: 2_Rotkehlchen_3, questionedBird: Rotkehlchen, answerPossibilities: answerPossibility1: Singdrossel, answerPossibility2: Rotkehlchen, answerPossibility3: Amsel, answerPossibility4: Buntspecht, givenAnswer: Rotkehlchen, wasAnswerCorrect: True, timeNeededForThisAnswer: 3,44
[2026-01-16 18:55:55] END Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, totalTimeNeeded: 33,98, amountOfQuestions: 6, correctAnswers: 2, incorrectAnswers: 4, successrate: 33,33, levelPassed: False
[2026-01-16 18:55:58] START Game: BirdQuiz, LevelButtonNumber: 6, Level: 4
[2026-01-16 18:56:03] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 1, questionedBirdSong: 5_Kohlmeise_3, questionedBird: Kohlmeise, answerPossibilities: answerPossibility1: Kohlmeise, answerPossibility2: Amsel, answerPossibility3: Rotkehlchen, answerPossibility4: Rauchschwalbe, givenAnswer: Kohlmeise, wasAnswerCorrect: True, timeNeededForThisAnswer: 5,17
[2026-01-16 18:56:14] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 2, questionedBirdSong: 6_Rauchschwalbe_2, questionedBird: Rauchschwalbe, answerPossibilities: answerPossibility1: Rauchschwalbe, answerPossibility2: Kohlmeise, answerPossibility3: Amsel, answerPossibility4: Buntspecht, givenAnswer: Rauchschwalbe, wasAnswerCorrect: True, timeNeededForThisAnswer: 9,81
[2026-01-16 18:56:23] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 3, questionedBirdSong: 1_Amsel_2, questionedBird: Amsel, answerPossibilities: answerPossibility1: Singdrossel, answerPossibility2: Rauchschwalbe, answerPossibility3: Amsel, answerPossibility4: Rotkehlchen, givenAnswer: Singdrossel, wasAnswerCorrect: False, timeNeededForThisAnswer: 8,84
[2026-01-16 18:56:33] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 4, questionedBirdSong: 2_Rotkehlchen_2, questionedBird: Rotkehlchen, answerPossibilities: answerPossibility1: Singdrossel, answerPossibility2: Buntspecht, answerPossibility3: Kohlmeise, answerPossibility4: Rotkehlchen, givenAnswer: Singdrossel, wasAnswerCorrect: False, timeNeededForThisAnswer: 9,09
[2026-01-16 18:56:43] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 5, questionedBirdSong: 9_Singdrossel_2, questionedBird: Singdrossel, answerPossibilities: answerPossibility1: Kohlmeise, answerPossibility2: Amsel, answerPossibility3: Singdrossel, answerPossibility4: Rauchschwalbe, givenAnswer: Rauchschwalbe, wasAnswerCorrect: False, timeNeededForThisAnswer: 8,78
[2026-01-16 18:56:49] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 6, questionedBirdSong: 8_Buntspecht_3, questionedBird: Buntspecht, answerPossibilities: answerPossibility1: Buntspecht, answerPossibility2: Rotkehlchen, answerPossibility3: Rauchschwalbe, answerPossibility4: Amsel, givenAnswer: Buntspecht, wasAnswerCorrect: True, timeNeededForThisAnswer: 4,92
[2026-01-16 18:56:49] END Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, totalTimeNeeded: 51,45, amountOfQuestions: 6, correctAnswers: 3, incorrectAnswers: 3, successrate: 50,00, levelPassed: False
[2026-01-16 18:56:52] START Game: BirdQuiz, LevelButtonNumber: 6, Level: 4
[2026-01-16 18:57:00] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 1, questionedBirdSong: 1_Amsel_2, questionedBird: Amsel, answerPossibilities: answerPossibility1: Buntspecht, answerPossibility2: Amsel, answerPossibility3: Rauchschwalbe, answerPossibility4: Rotkehlchen, givenAnswer: Rotkehlchen, wasAnswerCorrect: False, timeNeededForThisAnswer: 8,41
[2026-01-16 18:57:07] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 2, questionedBirdSong: 8_Buntspecht_2, questionedBird: Buntspecht, answerPossibilities: answerPossibility1: Rauchschwalbe, answerPossibility2: Singdrossel, answerPossibility3: Buntspecht, answerPossibility4: Rotkehlchen, givenAnswer: Buntspecht, wasAnswerCorrect: True, timeNeededForThisAnswer: 6,48
[2026-01-16 18:57:13] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 3, questionedBirdSong: 9_Singdrossel_2, questionedBird: Singdrossel, answerPossibilities: answerPossibility1: Singdrossel, answerPossibility2: Kohlmeise, answerPossibility3: Amsel, answerPossibility4: Buntspecht, givenAnswer: Kohlmeise, wasAnswerCorrect: False, timeNeededForThisAnswer: 4,64
[2026-01-16 18:57:18] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 4, questionedBirdSong: 5_Kohlmeise_3, questionedBird: Kohlmeise, answerPossibilities: answerPossibility1: Singdrossel, answerPossibility2: Amsel, answerPossibility3: Kohlmeise, answerPossibility4: Rotkehlchen, givenAnswer: Rotkehlchen, wasAnswerCorrect: False, timeNeededForThisAnswer: 4,87
[2026-01-16 18:57:22] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 5, questionedBirdSong: 6_Rauchschwalbe_1, questionedBird: Rauchschwalbe, answerPossibilities: answerPossibility1: Kohlmeise, answerPossibility2: Amsel, answerPossibility3: Buntspecht, answerPossibility4: Rauchschwalbe, givenAnswer: Kohlmeise, wasAnswerCorrect: False, timeNeededForThisAnswer: 2,47
[2026-01-16 18:57:24] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 6, questionedBirdSong: 2_Rotkehlchen_3, questionedBird: Rotkehlchen, answerPossibilities: answerPossibility1: Kohlmeise, answerPossibility2: Rotkehlchen, answerPossibility3: Amsel, answerPossibility4: Buntspecht, givenAnswer: Amsel, wasAnswerCorrect: False, timeNeededForThisAnswer: 1,53
[2026-01-16 18:57:25] END Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, totalTimeNeeded: 33,23, amountOfQuestions: 6, correctAnswers: 1, incorrectAnswers: 5, successrate: 16,67, levelPassed: False
[2026-01-16 18:57:27] START Game: BirdQuiz, LevelButtonNumber: 6, Level: 4
[2026-01-16 18:57:36] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 1, questionedBirdSong: 1_Amsel_2, questionedBird: Amsel, answerPossibilities: answerPossibility1: Amsel, answerPossibility2: Buntspecht, answerPossibility3: Rotkehlchen, answerPossibility4: Rauchschwalbe, givenAnswer: Rotkehlchen, wasAnswerCorrect: False, timeNeededForThisAnswer: 9,16
[2026-01-16 18:57:43] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 2, questionedBirdSong: 6_Rauchschwalbe_1, questionedBird: Rauchschwalbe, answerPossibilities: answerPossibility1: Buntspecht, answerPossibility2: Rauchschwalbe, answerPossibility3: Amsel, answerPossibility4: Singdrossel, givenAnswer: Singdrossel, wasAnswerCorrect: False, timeNeededForThisAnswer: 6,21
[2026-01-16 18:57:48] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 3, questionedBirdSong: 9_Singdrossel_1, questionedBird: Singdrossel, answerPossibilities: answerPossibility1: Amsel, answerPossibility2: Rotkehlchen, answerPossibility3: Singdrossel, answerPossibility4: Rauchschwalbe, givenAnswer: Rotkehlchen, wasAnswerCorrect: False, timeNeededForThisAnswer: 4,24
[2026-01-16 18:57:52] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 4, questionedBirdSong: 5_Kohlmeise_3, questionedBird: Kohlmeise, answerPossibilities: answerPossibility1: Rauchschwalbe, answerPossibility2: Kohlmeise, answerPossibility3: Buntspecht, answerPossibility4: Singdrossel, givenAnswer: Buntspecht, wasAnswerCorrect: False, timeNeededForThisAnswer: 3,41
[2026-01-16 18:57:55] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 5, questionedBirdSong: 2_Rotkehlchen_1, questionedBird: Rotkehlchen, answerPossibilities: answerPossibility1: Rotkehlchen, answerPossibility2: Amsel, answerPossibility3: Kohlmeise, answerPossibility4: Buntspecht, givenAnswer: Buntspecht, wasAnswerCorrect: False, timeNeededForThisAnswer: 1,41
[2026-01-16 18:57:56] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 6, questionedBirdSong: 8_Buntspecht_1, questionedBird: Buntspecht, answerPossibilities: answerPossibility1: Singdrossel, answerPossibility2: Kohlmeise, answerPossibility3: Buntspecht, answerPossibility4: Rauchschwalbe, givenAnswer: Singdrossel, wasAnswerCorrect: False, timeNeededForThisAnswer: 0,47
[2026-01-16 18:57:57] END Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, totalTimeNeeded: 29,74, amountOfQuestions: 6, correctAnswers: 0, incorrectAnswers: 6, successrate: 0,00, levelPassed: False
[2026-01-16 18:57:59] START Game: BirdQuiz, LevelButtonNumber: 6, Level: 4
[2026-01-16 18:58:28] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 1, questionedBirdSong: 6_Rauchschwalbe_2, questionedBird: Rauchschwalbe, answerPossibilities: answerPossibility1: Rauchschwalbe, answerPossibility2: Singdrossel, answerPossibility3: Buntspecht, answerPossibility4: Kohlmeise, givenAnswer: Rauchschwalbe, wasAnswerCorrect: True, timeNeededForThisAnswer: 17,14
[2026-01-16 18:58:35] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 2, questionedBirdSong: 8_Buntspecht_2, questionedBird: Buntspecht, answerPossibilities: answerPossibility1: Rauchschwalbe, answerPossibility2: Singdrossel, answerPossibility3: Buntspecht, answerPossibility4: Amsel, givenAnswer: Buntspecht, wasAnswerCorrect: True, timeNeededForThisAnswer: 5,81
[2026-01-16 18:58:43] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 3, questionedBirdSong: 5_Kohlmeise_1, questionedBird: Kohlmeise, answerPossibilities: answerPossibility1: Kohlmeise, answerPossibility2: Rotkehlchen, answerPossibility3: Singdrossel, answerPossibility4: Rauchschwalbe, givenAnswer: Kohlmeise, wasAnswerCorrect: True, timeNeededForThisAnswer: 7,50
[2026-01-16 18:58:58] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 4, questionedBirdSong: 9_Singdrossel_2, questionedBird: Singdrossel, answerPossibilities: answerPossibility1: Rotkehlchen, answerPossibility2: Buntspecht, answerPossibility3: Rauchschwalbe, answerPossibility4: Singdrossel, givenAnswer: Singdrossel, wasAnswerCorrect: True, timeNeededForThisAnswer: 13,50
[2026-01-16 18:59:05] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 5, questionedBirdSong: 2_Rotkehlchen_3, questionedBird: Rotkehlchen, answerPossibilities: answerPossibility1: Buntspecht, answerPossibility2: Singdrossel, answerPossibility3: Rotkehlchen, answerPossibility4: Kohlmeise, givenAnswer: Rotkehlchen, wasAnswerCorrect: True, timeNeededForThisAnswer: 7,05
[2026-01-16 18:59:10] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 6, questionedBirdSong: 1_Amsel_1, questionedBird: Amsel, answerPossibilities: answerPossibility1: Singdrossel, answerPossibility2: Rotkehlchen, answerPossibility3: Buntspecht, answerPossibility4: Amsel, givenAnswer: Amsel, wasAnswerCorrect: True, timeNeededForThisAnswer: 3,79
