[2026-01-15 16:16:42] START Game: BeginningQuiz, LevelButtonNumber: 0, Level: 0
[2026-01-15 16:17:15] Game: BeginningQuiz, LevelButtonNumber: 0, Level: 0, QuestionNumber: 1, questionedBirdSong: 9_Singdrossel_2, questionedBird: Singdrossel, answerPossibilities: answerPossibility1: Spatz, answerPossibility2: Singdrossel, answerPossibility3: Eisvogel, answerPossibility4: Blaumeise, givenAnswer: Singdrossel, wasAnswerCorrect: True, timeNeededForThisAnswer: 32,95
[2026-01-15 16:31:15] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 1, questionedBirdSong: 2_Rotkehlchen_1, questionedBird: Rotkehlchen, answerPossibilities: answerPossibility1: Rotkehlchen, answerPossibility2: Rauchschwalbe, answerPossibility3: Amsel, answerPossibility4: Singdrossel, givenAnswer: Singdrossel, wasAnswerCorrect: False, timeNeededForThisAnswer: 10,98
[2026-01-15 16:31:18] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 2, questionedBirdSong: 1_Amsel_2, questionedBird: Amsel, answerPossibilities: answerPossibility1: Rauchschwalbe, answerPossibility2: Kohlmeise, answerPossibility3: Singdrossel, answerPossibility4: Amsel, givenAnswer: Amsel, wasAnswerCorrect: True, timeNeededForThisAnswer: 2,77
[2026-01-15 16:31:23] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 3, questionedBirdSong: 5_Kohlmeise_3, questionedBird: Kohlmeise, answerPossibilities: answerPossibility1: Rauchschwalbe, answerPossibility2: Kohlmeise, answerPossibility3: Singdrossel, answerPossibility4: Rotkehlchen, givenAnswer: Singdrossel, wasAnswerCorrect: False, timeNeededForThisAnswer: 4,22
[2026-01-15 16:31:29] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 4, questionedBirdSong: 9_Singdrossel_2, questionedBird: Singdrossel, answerPossibilities: answerPossibility1: Rauchschwalbe, answerPossibility2: Singdrossel, answerPossibility3: Rotkehlchen, answerPossibility4: Kohlmeise, givenAnswer: Singdrossel, wasAnswerCorrect: True, timeNeededForThisAnswer: 5,05
[2026-01-15 16:31:35] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 5, questionedBirdSong: 8_Buntspecht_3, questionedBird: Buntspecht, answerPossibilities: answerPossibility1: Rotkehlchen, answerPossibility2: Buntspecht, answerPossibility3: Kohlmeise, answerPossibility4: Rauchschwalbe, givenAnswer: Rauchschwalbe, wasAnswerCorrect: False, timeNeededForThisAnswer: 4,71
[2026-01-15 16:31:38] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 6, questionedBirdSong: 6_Rauchschwalbe_3, questionedBird: Rauchschwalbe, answerPossibilities: answerPossibility1: Amsel, answerPossibility2: Rauchschwalbe, answerPossibility3: Singdrossel, answerPossibility4: Rotkehlchen, givenAnswer: Rotkehlchen, wasAnswerCorrect: False, timeNeededForThisAnswer: 2,57
[2026-01-15 16:31:39] END Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, totalTimeNeeded: 35,23, amountOfQuestions: 6, correctAnswers: 2, incorrectAnswers: 4, successrate: 33,33, levelPassed: False
[2026-01-15 16:31:41] START Game: BirdQuiz, LevelButtonNumber: 6, Level: 4
[2026-01-15 16:31:48] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 1, questionedBirdSong: 2_Rotkehlchen_3, questionedBird: Rotkehlchen, answerPossibilities: answerPossibility1: Rotkehlchen, answerPossibility2: Buntspecht, answerPossibility3: Kohlmeise, answerPossibility4: Amsel, givenAnswer: Rotkehlchen, wasAnswerCorrect: True, timeNeededForThisAnswer: 6,63
[2026-01-15 16:32:00] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 2, questionedBirdSong: 9_Singdrossel_1, questionedBird: Singdrossel, answerPossibilities: answerPossibility1: Buntspecht, answerPossibility2: Rotkehlchen, answerPossibility3: Singdrossel, answerPossibility4: Kohlmeise, givenAnswer: Buntspecht, wasAnswerCorrect: False, timeNeededForThisAnswer: 11,05
[2026-01-15 16:32:08] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 3, questionedBirdSong: 1_Amsel_1, questionedBird: Amsel, answerPossibilities: answerPossibility1: Buntspecht, answerPossibility2: Amsel, answerPossibility3: Kohlmeise, answerPossibility4: Rotkehlchen, givenAnswer: Buntspecht, wasAnswerCorrect: False, timeNeededForThisAnswer: 7,75
[2026-01-15 16:32:15] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 4, questionedBirdSong: 6_Rauchschwalbe_2, questionedBird: Rauchschwalbe, answerPossibilities: answerPossibility1: Rotkehlchen, answerPossibility2: Rauchschwalbe, answerPossibility3: Kohlmeise, answerPossibility4: Buntspecht, givenAnswer: Rauchschwalbe, wasAnswerCorrect: True, timeNeededForThisAnswer: 5,72
[2026-01-15 16:32:22] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 5, questionedBirdSong: 8_Buntspecht_2, questionedBird: Buntspecht, answerPossibilities: answerPossibility1: Rotkehlchen, answerPossibility2: Kohlmeise, answerPossibility3: Buntspecht, answerPossibility4: Amsel, givenAnswer: Buntspecht, wasAnswerCorrect: True, timeNeededForThisAnswer: 6,33
[2026-01-15 16:32:29] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 6, questionedBirdSong: 5_Kohlmeise_2, questionedBird: Kohlmeise, answerPossibilities: answerPossibility1: Rauchschwalbe, answerPossibility2: Amsel, answerPossibility3: Singdrossel, answerPossibility4: Kohlmeise, givenAnswer: Amsel, wasAnswerCorrect: False, timeNeededForThisAnswer: 5,78
[2026-01-15 16:32:29] END Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, totalTimeNeeded: 48,19, amountOfQuestions: 6, correctAnswers: 3, incorrectAnswers: 3, successrate: 50,00, levelPassed: False
[2026-01-15 16:32:32] START Game: BirdQuiz, LevelButtonNumber: 6, Level: 4
[2026-01-15 16:32:41] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 1, questionedBirdSong: 2_Rotkehlchen_3, questionedBird: Rotkehlchen, answerPossibilities: answerPossibility1: Rotkehlchen, answerPossibility2: Kohlmeise, answerPossibility3: Amsel, answerPossibility4: Buntspecht, givenAnswer: Buntspecht, wasAnswerCorrect: False, timeNeededForThisAnswer: 8,52
[2026-01-15 16:32:47] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 2, questionedBirdSong: 5_Kohlmeise_2, questionedBird: Kohlmeise, answerPossibilities: answerPossibility1: Rauchschwalbe, answerPossibility2: Kohlmeise, answerPossibility3: Singdrossel, answerPossibility4: Rotkehlchen, givenAnswer: Singdrossel, wasAnswerCorrect: False, timeNeededForThisAnswer: 5,68
[2026-01-15 16:32:58] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 3, questionedBirdSong: 6_Rauchschwalbe_2, questionedBird: Rauchschwalbe, answerPossibilities: answerPossibility1: Buntspecht, answerPossibility2: Singdrossel, answerPossibility3: Rauchschwalbe, answerPossibility4: Rotkehlchen, givenAnswer: Rauchschwalbe, wasAnswerCorrect: True, timeNeededForThisAnswer: 9,92
[2026-01-15 16:33:08] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 4, questionedBirdSong: 8_Buntspecht_3, questionedBird: Buntspecht, answerPossibilities: answerPossibility1: Singdrossel, answerPossibility2: Rauchschwalbe, answerPossibility3: Buntspecht, answerPossibility4: Kohlmeise, givenAnswer: Singdrossel, wasAnswerCorrect: False, timeNeededForThisAnswer: 8,88
[2026-01-15 16:33:12] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 5, questionedBirdSong: 1_Amsel_2, questionedBird: Amsel, answerPossibilities: answerPossibility1: Rauchschwalbe, answerPossibility2: Buntspecht, answerPossibility3: Singdrossel, answerPossibility4: Amsel, givenAnswer: Amsel, wasAnswerCorrect: True, timeNeededForThisAnswer: 2,87
[2026-01-15 16:33:19] Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, QuestionNumber: 6, questionedBirdSong: 9_Singdrossel_2, questionedBird: Singdrossel, answerPossibilities: answerPossibility1: Rauchschwalbe, answerPossibility2: Rotkehlchen, answerPossibility3: Kohlmeise, answerPossibility4: Singdrossel, givenAnswer: Kohlmeise, wasAnswerCorrect: False, timeNeededForThisAnswer: 6,58
[2026-01-15 16:33:20] END Game: BirdQuiz, LevelButtonNumber: 6, Level: 4, totalTimeNeeded: 47,38, amountOfQuestions: 6, correctAnswers: 2, incorrectAnswers: 4, successrate: 33,33, levelPassed: False
[2026-01-15 16:45:46] game was closed
